cloudCover,day,dewPoint,humidity,mjd,month,moonPhase,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,time,uvIndex,visibility,windBearing,windGust,windSpeed,year
0.0,17,12.67,0.49,,1,0.42,,,0.0,0.0,,1025.99,-251034097,-250999430,36.49,15.5,-251060400,2,9.416,273,,16.75,1962
0.66,18,1.24,0.41,,1,0.45,,,0.0,0.0,,1033.44,-250947726,-250912961,26.58,20.54,-250974000,2,9.998,276,,10.96,1962
0.63,19,6.24,0.45,,1,0.48,,,0.0,0.0,,1029.26,-250861358,-250826492,28.95,25.47,-250887600,2,9.914,28,,8.73,1962
0.76,20,18.89,0.7,,1,0.51,,0.34,0.0012,0.51,snow,1027.05,-250774992,-250740021,30.54,22.6,-250801200,2,6.103,5,,8.08,1962
0.68,21,19.54,0.66,,1,0.54,,,0.0,0.0,,1033.63,-250688628,-250653550,35.57,35.57,-250714800,2,9.289,184,,9.16,1962
1.0,22,38.48,0.87,,1,0.57,,,0.0026,1.0,rain,1018.31,-250602265,-250567078,45.62,38.46,-250628400,2,4.437,223,,10.8,1962
0.37,23,22.56,0.55,,1,0.6,,,0.0005,0.51,rain,1016.21,-250515905,-250480606,40.45,23.06,-250542000,2,8.916,291,,17.12,1962
0.49,24,19.46,0.63,,1,0.63,,0.16,0.0015,0.51,snow,1018.77,-250429547,-250394134,37.98,32.54,-250455600,2,7.915,214,,10.1,1962
0.08,25,29.11,0.66,,1,0.66,,,0.0,0.0,,1012.67,-250343190,-250307661,48.53,30.99,-250369200,2,7.707,265,,11.42,1962
0.69,26,33.49,0.83,,1,0.69,,,0.008,1.0,rain,1020.11,-250256836,-250221187,41.53,41.53,-250282800,2,4.541,106,,7.51,1962
0.86,27,24.17,0.57,,1,0.72,,,0.0011,1.0,rain,1017.41,-250170483,-250134714,44.5,22.52,-250196400,2,8.875,308,,16.35,1962
0.95,28,7.87,0.51,,1,0.75,,,0.0,0.0,,1023.27,-250084132,-250048240,24.56,20.01,-250110000,2,10.0,18,,14.78,1962
0.8,29,8.97,0.52,,1,0.78,,,0.0,0.0,,1021.87,-249997783,-249961765,27.01,26.58,-250023600,2,9.915,271,,9.78,1962
0.93,30,24.4,0.71,,1,0.82,,0.29,0.0015,1.0,snow,1007.14,-249911436,-249875291,43.57,11.02,-249937200,2,7.042,259,,18.17,1962
0.33,31,-1.82,0.41,,1,0.85,,,0.0,0.0,,1018.97,-249825090,-249788816,23.59,21.99,-249850800,3,10.0,272,,16.82,1962
0.98,1,8.62,0.49,,2,0.89,,,0.0,0.0,,1020.87,-249738747,-249702342,27.84,16.52,-249764400,2,9.748,342,,12.83,1962
1.0,2,17.93,0.83,,2,0.93,,3.59,0.0093,1.0,snow,1026.58,-249652405,-249615867,28.49,28.49,-249678000,2,3.146,33,,13.44,1962
0.97,3,28.99,0.88,,2,0.96,,0.65,0.0034,1.0,snow,1017.93,-249566064,-249529392,35.09,28.98,-249591600,2,2.386,307,,8.46,1962
0.67,4,32.89,0.86,,2,0.0,,,0.0,0.0,,1015.44,-249479726,-249442917,45.24,35.09,-249505200,2,2.365,214,,7.9,1962
0.86,5,38.28,0.91,,2,0.04,,,0.0,0.0,,1005.07,-249393388,-249356442,49.3,26.08,-249418800,3,1.813,133,,5.77,1962
0.4,6,12.87,0.5,,2,0.08,,,0.0004,0.49,rain,1010.81,-249307053,-249269968,29.46,14.6,-249332400,3,9.916,316,,16.56,1962
0.17,7,0.47,0.42,,2,0.12,,,0.0,0.0,,1025.68,-249220719,-249183493,23.52,21.9,-249246000,3,10.0,289,,14.19,1962
0.77,8,17.08,0.58,,2,0.16,,,0.0,0.0,,1024.44,-249134386,-249097019,37.53,28.08,-249159600,2,8.164,216,,11.11,1962
0.73,9,28.32,0.85,,2,0.19,,2.5,0.0183,1.0,snow,1012.9,-249048055,-249010544,39.44,24.08,-249073200,2,3.927,61,,7.12,1962
0.55,10,13.64,0.66,,2,0.23,,0.16,0.0008,0.51,snow,1015.64,-248961726,-248924070,25.0,4.0,-248986800,3,8.541,352,,18.72,1962
0.04,11,-5.73,0.44,,2,0.26,,,0.0,0.0,,1026.98,-248875398,-248837596,20.55,12.95,-248900400,3,9.999,0,,13.86,1962
0.24,12,0.08,0.39,,2,0.3,,,0.0,0.0,,1022.71,-248789071,-248751122,30.53,18.51,-248814000,3,8.748,3,,8.48,1962
0.22,13,4.51,0.39,,2,0.33,,,0.0,0.0,,1023.74,-248702745,-248664649,33.99,28.98,-248727600,3,9.498,32,,7.22,1962
1.0,14,27.92,0.81,,2,0.36,,,0.0241,1.0,rain,1009.73,-248616421,-248578176,37.06,30.47,-248641200,3,3.822,293,,14.35,1962
0.92,15,23.35,0.7,,2,0.39,,0.05,0.0003,0.51,snow,1017.7,-248530098,-248491703,35.09,25.55,-248554800,3,9.081,357,,15.08,1962
0.8,16,23.5,0.76,,2,0.42,,0.67,0.0039,1.0,snow,1017.84,-248443777,-248405230,33.63,28.93,-248468400,3,5.697,75,,6.11,1962
0.27,17,21.83,0.6,,2,0.46,,,0.0,0.0,,1016.85,-248357456,-248318757,40.94,24.09,-248382000,3,7.228,294,,12.86,1962
0.43,18,12.87,0.49,,2,0.49,,,0.0,0.0,,1028.8,-248271137,-248232285,35.1,28.1,-248295600,4,9.999,331,,9.29,1962
1.0,19,22.37,0.73,,2,0.52,,2.41,0.0126,1.0,snow,1018.24,-248184819,-248145814,32.54,30.45,-248209200,3,5.551,45,,12.72,1962
0.58,20,20.35,0.6,,2,0.55,,,0.0,0.0,,1014.98,-248098502,-248059342,35.51,25.0,-248122800,3,7.958,295,,13.62,1962
0.79,21,17.23,0.62,,2,0.58,,0.55,0.0028,1.0,snow,1023.32,-248012186,-247972871,31.6,29.46,-248036400,3,6.302,284,,9.54,1962
1.0,22,30.84,0.91,,2,0.61,,1.11,0.0072,1.0,snow,1010.71,-247925872,-247886400,35.09,34.03,-247950000,3,1.09,51,,8.19,1962
1.0,23,33.06,0.84,,2,0.64,,,0.0025,1.0,rain,1020.24,-247839558,-247799930,41.04,33.11,-247863600,3,3.594,32,,7.57,1962
0.8,24,29.92,0.84,,2,0.67,,3.26,0.0282,1.0,snow,1015.49,-247753245,-247713460,39.97,21.04,-247777200,3,5.927,24,,15.25,1962
0.53,25,18.92,0.7,,2,0.7,,,0.0,0.0,,1035.62,-247666933,-247626990,31.11,29.52,-247690800,3,9.998,43,,9.32,1962
1.0,26,35.14,0.92,,2,0.73,,,0.0388,1.0,rain,1023.69,-247580622,-247540521,39.44,35.63,-247604400,3,3.653,81,,10.58,1962
1.0,27,36.74,0.96,,2,0.76,,,0.0127,1.0,rain,1019.15,-247494312,-247454052,39.93,35.1,-247518000,3,1.413,58,,6.46,1962
1.0,28,34.88,0.94,,2,0.8,,,0.0107,1.0,rain,1015.59,-247408003,-247367584,37.53,27.0,-247431600,3,3.635,36,,10.77,1962
0.25,1,11.75,0.49,,3,0.83,,,0.0,0.0,,1026.02,-247321694,-247281115,30.53,13.44,-247345200,5,10.0,321,,18.16,1962
0.01,2,-0.36,0.41,,3,0.87,,,0.0,0.0,,1034.15,-247235387,-247194648,26.5,12.93,-247258800,5,10.0,345,,13.28,1962
0.0,3,-3.43,0.31,,3,0.91,,,0.0,0.0,,1024.48,-247149080,-247108180,33.1,16.02,-247172400,5,10.0,318,,15.81,1962
0.34,4,5.96,0.45,,3,0.95,,,0.0,0.0,,1017.61,-247062774,-247021713,33.1,28.1,-247086000,5,9.999,339,,13.7,1962
1.0,5,26.5,0.76,,3,0.99,,,0.0,0.0,,1016.46,-246976468,-246935246,37.95,33.52,-246999600,3,7.125,49,,13.56,1962
1.0,6,29.56,0.83,,3,0.03,,0.94,0.0079,1.0,snow,1007.43,-246890163,-246848780,34.65,33.63,-246913200,3,4.999,55,,30.47,1962
0.56,7,21.08,0.55,,3,0.07,,,0.0,0.0,,1014.74,-246803859,-246762314,38.59,30.58,-246826800,4,10.0,40,,25.23,1962
0.06,8,19.61,0.54,,3,0.1,,,0.0,0.0,,1022.36,-246717555,-246675848,41.89,29.46,-246740400,5,10.0,38,,11.52,1962
0.87,9,26.73,0.76,,3,0.14,,,0.0,0.0,,1020.23,-246631252,-246589382,37.95,32.07,-246654000,3,6.832,79,,7.9,1962
0.43,10,26.69,0.66,,3,0.18,,0.08,0.0006,0.49,snow,1018.39,-246544949,-246502917,47.44,30.99,-246567600,5,7.186,44,,8.67,1962
0.49,11,27.38,0.66,,3,0.21,,,0.0,0.0,,1024.19,-246458647,-246416452,45.76,35.11,-246481200,5,9.165,83,,10.76,1962
0.91,12,40.17,0.95,,3,0.25,,,0.0873,1.0,rain,1004.39,-246372345,-246329987,45.73,37.97,-246394800,3,3.635,75,,16.44,1962
0.44,13,34.46,0.71,,3,0.28,,,0.0,0.0,,999.97,-246286043,-246243523,51.63,36.01,-246308400,4,8.31,273,,12.45,1962
0.36,14,29.03,0.62,,3,0.31,,,0.0,0.0,,1007.88,-246199742,-246157059,47.0,37.58,-246222000,4,9.54,287,,15.64,1962
0.44,15,26.64,0.55,,3,0.34,,,0.0,0.0,,1011.81,-246113441,-246070595,49.03,35.1,-246135600,5,9.499,287,,15.23,1962
0.22,16,24.43,0.53,,3,0.37,,,0.0,0.0,,1011.77,-246027141,-245984131,47.53,35.08,-246049200,6,9.831,297,,14.17,1962
0.54,17,24.65,0.53,,3,0.4,,,0.0,0.0,,1012.88,-245940841,-245897667,48.03,33.08,-245962800,4,9.832,308,,18.38,1962
0.01,18,17.25,0.4,,3,0.43,,,0.0,0.0,,1019.04,-245854541,-245811204,47.53,33.99,-245876400,6,10.0,312,,15.99,1962
0.34,19,23.46,0.5,,3,0.46,,,0.0,0.0,,1016.01,-245768241,-245724741,51.07,37.41,-245790000,6,9.498,255,,10.36,1962
0.62,20,34.1,0.71,,3,0.49,,,0.0,0.0,,1013.47,-245681941,-245638278,49.51,36.02,-245703600,5,6.999,104,,7.64,1962
0.91,21,35.97,0.89,,3,0.52,,,0.0182,1.0,rain,1009.4,-245595641,-245551815,44.14,35.09,-245617200,4,4.187,59,,13.91,1962
0.34,22,25.96,0.53,,3,0.55,,,0.0,0.0,,1009.72,-245509342,-245465352,53.06,38.53,-245530800,6,9.999,16,,15.01,1962
0.03,23,23.35,0.43,,3,0.58,,,0.0,0.0,,1013.39,-245423042,-245378890,55.54,33.1,-245444400,6,9.249,335,,11.95,1962
0.03,24,19.83,0.39,,3,0.62,,,0.0,0.0,,1012.81,-245336743,-245292427,54.56,37.97,-245358000,7,10.0,314,,17.31,1962
0.0,25,21.21,0.36,,3,0.65,,,0.0,0.0,,1012.17,-245250443,-245205965,57.52,39.97,-245271600,7,10.0,311,,17.79,1962
0.51,26,26.9,0.44,,3,0.68,,,0.0,0.0,,1012.14,-245164144,-245119502,55.95,39.03,-245185200,5,9.833,359,,11.03,1962
0.79,27,32.81,0.6,,3,0.71,,,0.0,0.0,,1012.44,-245077844,-245033040,53.07,41.03,-245098800,5,9.999,8,,12.25,1962
0.09,28,28.73,0.46,,3,0.75,,,0.0,0.0,,1018.11,-244991544,-244946578,61.64,42.52,-245012400,7,9.623,270,,8.32,1962
0.06,29,33.81,0.49,,3,0.78,,,0.0,0.0,,1021.35,-244905244,-244860116,59.89,46.91,-244926000,7,7.622,196,,11.33,1962
0.36,30,42.6,0.59,,3,0.82,,,0.0,0.0,,1018.01,-244818944,-244773654,63.85,51.3,-244839600,5,9.122,191,,12.15,1962
0.74,31,47.06,0.75,,3,0.86,,,0.0092,1.0,rain,1011.97,-244732643,-244687192,59.2,50.97,-244753200,5,6.914,182,,14.26,1962
0.87,1,45.21,0.86,,4,0.89,,,0.0496,1.0,rain,1001.11,-244646343,-244600729,52.95,37.97,-244666800,4,4.552,213,,13.63,1962
0.35,2,24.29,0.47,,4,0.93,,,0.0,0.0,,1015.91,-244560042,-244514267,50.02,35.08,-244580400,6,9.999,286,,14.11,1962
0.09,3,16.62,0.39,,4,0.97,,,0.0,0.0,,1031.51,-244473740,-244427805,45.56,32.66,-244494000,7,10.0,327,,11.39,1962
0.06,4,21.78,0.47,,4,0.01,,,0.0,0.0,,1034.38,-244387439,-244341343,50.21,37.08,-244407600,7,9.79,240,,8.5,1962
0.12,5,36.19,0.69,,4,0.05,,,0.0,0.0,,1029.4,-244301137,-244254881,53.65,42.11,-244321200,7,6.842,196,,10.61,1962
0.69,6,40.49,0.74,,4,0.09,,,0.0003,0.51,rain,1026.18,-244214834,-244168419,52.95,48.06,-244234800,5,7.457,177,,11.22,1962
1.0,7,47.1,0.91,,4,0.12,,,0.0279,1.0,rain,1013.28,-244128531,-244081956,52.16,48.74,-244148400,4,4.15,164,,14.11,1962
0.89,8,46.09,0.71,,4,0.16,,,0.0026,1.0,rain,1007.37,-244042228,-243995494,59.01,43.63,-244062000,4,7.186,331,,6.65,1962
0.43,9,40.23,0.7,,4,0.19,,,0.0119,1.0,rain,1010.08,-243955924,-243909032,55.39,44.08,-243975600,4,6.29,242,,8.6,1962
0.13,10,29.68,0.41,,4,0.23,,,0.0,0.0,,1015.9,-243869619,-243822569,61.65,46.09,-243889200,7,9.999,267,,14.71,1962
0.8,11,31.39,0.54,,4,0.26,,,0.0017,0.49,rain,1021.36,-243783314,-243736106,48.74,44.97,-243802800,4,8.166,342,,6.95,1962
1.0,12,35.14,0.69,,4,0.29,,,0.0053,1.0,rain,1020.09,-243697008,-243649644,48.47,37.98,-243716400,4,8.207,68,,12.53,1962
0.9,13,35.95,0.86,,4,0.32,,,0.0061,1.0,rain,1003.5,-243610702,-243563181,42.58,39.97,-243630000,4,5.291,15,,14.02,1962
0.54,14,28.39,0.54,,4,0.35,,,0.0,0.0,,1004.51,-243524395,-243476718,51.44,37.95,-243543600,5,10.0,273,,17.43,1962
0.74,15,31.58,0.72,,4,0.38,,,0.0083,1.0,rain,1007.07,-243438087,-243390256,43.0,35.11,-243457200,4,7.707,288,,8.96,1962
0.46,16,22.47,0.52,,4,0.41,,,0.0,0.0,,1013.12,-243351779,-243303793,43.63,33.11,-243370800,5,10.0,318,,15.85,1962
0.3,17,20.92,0.46,,4,0.44,,,0.0,0.0,,1018.46,-243265469,-243217330,48.38,37.05,-243284400,6,10.0,319,,12.19,1962
0.62,18,27.59,0.51,,4,0.47,,,0.0,0.0,,1016.51,-243179159,-243130866,51.16,43.57,-243198000,5,9.165,200,,9.36,1962
0.52,19,38.01,0.69,,4,0.5,,,0.0009,0.51,rain,1012.45,-243092848,-243044403,56.55,37.08,-243111600,6,7.061,185,,6.51,1962
0.28,20,39.01,0.74,,4,0.53,,,0.0,0.0,,1017.66,-243006536,-242957940,55.91,44.08,-243025200,7,6.612,47,,7.81,1962
0.1,21,30.85,0.44,,4,0.57,,,0.0,0.0,,1021.48,-242920224,-242871477,67.41,50.04,-242938800,9,8.458,324,,8.91,1962
0.46,22,39.79,0.4,,4,0.6,,,0.0,0.0,,1011.6,-242833910,-242785013,83.47,64.09,-242852400,6,9.456,240,,12.32,1962
0.4,23,39.09,0.42,,4,0.63,,,0.0,0.0,,1006.44,-242747596,-242698550,71.09,44.07,-242766000,6,9.832,288,,17.83,1962
0.0,24,26.03,0.35,,4,0.66,,,0.0,0.0,,1017.11,-242661280,-242612087,65.13,46.96,-242679600,9,10.0,310,,14.48,1962
0.33,25,36.32,0.39,,4,0.7,,,0.0,0.0,,1014.33,-242574963,-242525623,81.48,45.97,-242593200,9,9.29,236,,11.93,1962
0.19,26,43.07,0.69,,4,0.73,,,0.0,0.0,,1018.27,-242488646,-242439160,63.61,48.97,-242506800,9,7.332,80,,9.13,1962
0.04,27,51.77,0.67,,4,0.77,,,0.0,0.0,,1016.07,-242402327,-242352696,77.14,58.63,-242420400,9,6.956,185,,9.37,1962
0.26,28,55.39,0.69,,4,0.81,,,0.0,0.0,,1015.07,-242316007,-242266233,72.2,57.33,-242334000,7,8.706,196,,13.52,1962
0.63,29,57.56,0.81,,4,0.84,,,0.0,0.0,,1015.64,-242229686,-242179770,70.94,46.96,-242247600,5,6.781,177,,10.19,1962
1.0,30,48.21,0.96,,4,0.88,,,0.016,1.0,rain,1019.7,-242143361,-242093309,50.03,45.56,-242164800,4,2.198,60,,12.2,1962
1.0,1,45.03,0.92,,5,0.92,,,0.0,0.0,,1018.25,-242057038,-242006846,49.51,44.1,-242078400,4,3.552,71,,10.52,1962
1.0,2,45.06,0.96,,5,0.96,,,0.0075,1.0,rain,1016.59,-241970714,-241920383,47.46,46.09,-241992000,4,2.708,66,,9.87,1962
0.62,3,47.12,0.84,,5,0.99,,,0.0142,1.0,rain,1014.58,-241884388,-241833920,62.64,51.12,-241905600,8,5.239,154,,8.97,1962
0.03,4,37.62,0.43,,5,0.03,,,0.0,0.0,,1014.21,-241798061,-241747457,74.53,53.1,-241819200,9,9.624,277,,12.37,1962
0.12,5,41.42,0.49,,5,0.07,,,0.0,0.0,,1015.71,-241711733,-241660994,75.88,52.01,-241732800,9,9.999,269,,9.66,1962
0.63,6,48.86,0.64,,5,0.1,,,0.0003,0.51,rain,1010.99,-241625403,-241574532,71.48,55.09,-241646400,6,7.998,198,,8.38,1962
0.47,7,33.69,0.37,,5,0.14,,,0.0,0.0,,1013.29,-241539072,-241488070,67.42,46.98,-241560000,6,10.0,319,,15.06,1962
0.76,8,32.73,0.6,,5,0.17,,,0.0028,1.0,rain,1018.37,-241452740,-241401608,48.97,44.1,-241473600,4,8.791,45,,8.8,1962
0.33,9,28.34,0.46,,5,0.2,,,0.0,0.0,,1017.65,-241366406,-241315146,63.45,46.98,-241387200,10,9.416,353,,13.54,1962
0.06,10,20.69,0.24,,5,0.24,,,0.0,0.0,,1019.67,-241280071,-241228684,68.5,48.97,-241300800,9,10.0,318,,13.03,1962
0.47,11,35.0,0.46,,5,0.27,,,0.0,0.0,,1018.89,-241193734,-241142223,61.64,48.97,-241214400,4,9.082,209,,8.15,1962
0.44,12,35.73,0.49,,5,0.3,,,0.0,0.0,,1023.96,-241107396,-241055763,67.5,46.98,-241128000,8,9.333,81,,10.1,1962
0.49,13,37.23,0.55,,5,0.33,,,0.0,0.0,,1030.27,-241021057,-240969302,60.59,50.65,-241041600,8,9.791,129,,9.74,1962
0.91,14,49.98,0.76,,5,0.36,,,0.0005,0.51,rain,1024.46,-240934716,-240882842,66.54,55.09,-240955200,6,9.288,170,,10.44,1962
0.44,15,53.63,0.78,,5,0.39,,,0.0,0.0,,1023.73,-240848373,-240796383,68.99,55.09,-240868800,9,7.165,89,,8.39,1962
0.91,16,46.68,0.69,,5,0.42,,,0.0,0.0,,1028.94,-240762029,-240709924,63.23,54.61,-240782400,6,7.77,110,,8.64,1962
0.75,17,42.84,0.54,,5,0.45,,,0.0,0.0,,1025.19,-240675683,-240623466,70.78,56.6,-240696000,6,9.164,195,,7.43,1962
0.34,18,53.78,0.69,,5,0.48,,,0.0,0.0,,1019.87,-240589335,-240537008,80.48,57.07,-240609600,8,5.165,158,,7.32,1962
0.37,19,58.82,0.64,,5,0.51,,,0.0003,0.51,rain,1015.85,-240502986,-240450551,92.55,66.07,-240523200,9,6.103,194,,7.53,1962
0.45,20,60.73,0.68,,5,0.55,,,0.0,0.0,,1011.67,-240416635,-240364095,86.2,62.05,-240436800,9,4.729,118,,7.58,1962
0.6,21,57.76,0.58,,5,0.58,,,0.0,0.0,,1007.88,-240330282,-240277639,85.46,57.07,-240350400,8,7.791,337,,11.5,1962
0.41,22,52.37,0.68,,5,0.62,,,0.0,0.0,,1017.13,-240243928,-240191184,69.86,57.94,-240264000,6,9.165,152,,9.49,1962
0.44,23,53.25,0.64,,5,0.65,,,0.0,0.0,,1017.38,-240157572,-240104730,75.17,62.61,-240177600,9,8.998,193,,11.35,1962
0.79,24,60.79,0.77,,5,0.69,,,0.0234,1.0,rain,1010.02,-240071214,-240018277,78.8,63.0,-240091200,9,7.477,194,,12.95,1962
0.35,25,53.53,0.56,,5,0.72,,,0.0,0.0,,1010.62,-239984855,-239931824,80.14,64.09,-240004800,9,8.916,280,,11.53,1962
0.59,26,52.73,0.51,,5,0.76,,,0.0,0.0,,1012.69,-239898493,-239845373,82.54,60.11,-239918400,9,8.54,280,,9.54,1962
0.47,27,43.1,0.44,,5,0.8,,,0.0,0.0,,1016.49,-239812130,-239758922,72.76,57.07,-239832000,9,10.0,23,,10.86,1962
0.72,28,48.31,0.63,,5,0.83,,,0.0,0.0,,1024.32,-239725765,-239672472,65.5,57.97,-239745600,5,9.914,87,,8.66,1962
0.58,29,50.96,0.67,,5,0.87,,,0.0,0.0,,1029.47,-239639398,-239586024,67.76,60.13,-239659200,8,9.998,117,,8.61,1962
0.79,30,62.87,0.85,,5,0.91,,,0.0003,0.51,rain,1024.38,-239553030,-239499577,75.34,66.96,-239572800,5,6.395,162,,7.47,1962
0.57,31,65.99,0.76,,5,0.94,,,0.0029,1.0,rain,1016.85,-239466659,-239413130,85.59,66.07,-239486400,8,6.519,220,,10.59,1962
0.59,1,62.69,0.65,,6,0.98,,,0.0,0.0,,1014.16,-239380287,-239326685,87.84,68.53,-239400000,7,6.311,229,,8.6,1962
0.31,2,56.03,0.54,,6,0.02,,,0.0,0.0,,1015.45,-239293912,-239240241,80.55,55.99,-239313600,6,9.081,308,,11.77,1962
0.29,3,46.58,0.5,,6,0.05,,,0.0,0.0,,1022.73,-239207536,-239153799,76.69,59.04,-239227200,6,10.0,41,,9.46,1962
0.46,4,52.64,0.61,,6,0.09,,,0.0,0.0,,1023.69,-239121158,-239067358,75.09,63.84,-239140800,6,8.041,182,,8.96,1962
1.0,5,61.53,0.87,,6,0.12,,,0.0234,1.0,rain,1014.91,-239034778,-238980918,66.57,64.97,-239054400,5,6.073,180,,9.69,1962
0.6,6,59.69,0.73,,6,0.15,,,0.0022,1.0,rain,1008.78,-238948395,-238894479,80.47,60.13,-238968000,9,8.062,10,,10.8,1962
0.16,7,53.6,0.62,,6,0.18,,,0.0,0.0,,1018.15,-238862011,-238808042,75.74,63.46,-238881600,9,9.207,149,,9.44,1962
0.24,8,50.19,0.49,,6,0.21,,,0.0,0.0,,1021.47,-238775626,-238721606,84.03,61.03,-238795200,9,9.333,267,,9.49,1962
0.34,9,56.86,0.65,,6,0.24,,,0.0,0.0,,1025.56,-238689238,-238635172,79.62,63.0,-238708800,9,8.332,125,,8.22,1962
0.46,10,59.37,0.62,,6,0.27,,,0.0,0.0,,1022.24,-238602848,-238548740,84.16,69.13,-238622400,7,9.123,212,,11.68,1962
0.68,11,62.08,0.62,,6,0.3,,,0.0,0.0,,1014.48,-238516456,-238462309,84.27,66.96,-238536000,6,8.04,219,,12.87,1962
1.0,12,63.74,0.86,,6,0.33,,,0.0228,1.0,rain,1011.74,-238430062,-238375879,71.08,57.97,-238449600,5,4.676,63,,10.8,1962
1.0,13,55.46,0.89,,6,0.37,,,0.0227,1.0,rain,1014.51,-238343666,-238289452,59.03,55.99,-238363200,5,4.942,52,,15.95,1962
0.83,14,53.76,0.78,,6,0.4,,,0.0,0.0,,1015.0,-238257269,-238203025,66.6,57.97,-238276800,5,7.998,53,,8.36,1962
0.45,15,57.59,0.75,,6,0.43,,,0.0002,0.49,rain,1013.2,-238170869,-238116601,73.76,62.08,-238190400,6,4.583,238,,6.18,1962
0.04,16,56.33,0.55,,6,0.46,,,0.0,0.0,,1013.28,-238084468,-238030179,89.5,66.94,-238104000,10,7.375,321,,7.23,1962
0.46,17,58.26,0.49,,6,0.5,,,0.0,0.0,,1013.82,-237998065,-237943758,90.55,72.0,-238017600,6,9.455,252,,10.23,1962
0.25,18,63.59,0.56,,6,0.53,,,0.0,0.0,,1013.98,-237911659,-237857339,91.45,70.0,-237931200,9,5.541,228,,9.76,1962
0.53,19,65.08,0.61,,6,0.57,,,0.0097,1.0,rain,1008.91,-237825252,-237770921,89.01,71.08,-237844800,9,4.854,223,,10.86,1962
0.97,20,62.82,0.74,,6,0.61,,,0.0044,1.0,rain,1009.11,-237738843,-237684506,74.53,66.07,-237758400,5,6.103,242,,7.04,1962
0.86,21,61.12,0.76,,6,0.64,,,0.0103,0.51,rain,1013.06,-237652432,-237598092,75.49,64.06,-237672000,6,5.916,77,,8.92,1962
0.99,22,60.52,0.79,,6,0.68,,,0.0,0.0,,1019.17,-237566020,-237511681,72.46,66.57,-237585600,5,6.875,145,,9.45,1962
0.99,23,65.68,0.84,,6,0.72,,,0.0054,1.0,rain,1017.63,-237479605,-237425271,76.8,68.05,-237499200,5,3.531,175,,8.73,1962
0.9,24,66.65,0.87,,6,0.75,,,0.0445,1.0,rain,1013.27,-237393189,-237338863,77.03,69.11,-237412800,5,3.792,180,,8.32,1962
0.59,25,64.06,0.7,,6,0.79,,,0.0,0.0,,1012.45,-237306771,-237252457,82.9,69.11,-237326400,6,7.248,262,,7.49,1962
0.65,26,63.29,0.72,,6,0.82,,,0.0258,1.0,rain,1016.56,-237220351,-237166053,80.6,64.96,-237240000,6,4.604,162,,6.73,1962
0.22,27,57.72,0.65,,6,0.86,,,0.0,0.0,,1023.34,-237133930,-237079651,79.5,62.11,-237153600,9,8.749,70,,10.2,1962
0.21,28,56.3,0.65,,6,0.9,,,0.0,0.0,,1027.84,-237047506,-236993251,74.22,63.0,-237067200,8,9.416,159,,8.88,1962
0.6,29,56.86,0.61,,6,0.93,,,0.0,0.0,,1022.96,-236961082,-236906853,80.38,63.0,-236980800,5,8.873,200,,8.87,1962
0.58,30,59.5,0.65,,6,0.97,,,0.0,0.0,,1016.2,-236874655,-236820457,81.44,66.07,-236894400,7,9.373,149,,6.41,1962
0.45,1,60.52,0.6,,7,0.0,,,0.0,0.0,,1013.36,-236788227,-236734063,87.12,64.09,-236808000,8,8.207,20,,9.47,1962
0.12,2,45.9,0.38,,7,0.03,,,0.0,0.0,,1020.58,-236701798,-236647671,82.07,64.09,-236721600,10,10.0,10,,9.18,1962
0.43,3,51.47,0.52,,7,0.07,,,0.0,0.0,,1019.8,-236615367,-236561281,74.82,64.06,-236635200,7,10.0,100,,9.93,1962
0.27,4,52.57,0.55,,7,0.1,,,0.0,0.0,,1015.93,-236528934,-236474893,78.18,64.06,-236548800,8,9.622,160,,8.76,1962
0.53,5,52.42,0.57,,7,0.13,,,0.0,0.0,,1013.95,-236442500,-236388507,71.99,64.09,-236462400,5,8.999,114,,10.13,1962
0.57,6,56.14,0.62,,7,0.16,,,0.0,0.0,,1018.39,-236356065,-236302123,77.03,66.94,-236376000,6,8.499,196,,10.02,1962
0.28,7,58.51,0.59,,7,0.19,,,0.0,0.0,,1016.69,-236269628,-236215741,81.93,70.0,-236289600,8,5.687,164,,8.5,1962
0.33,8,64.55,0.62,,7,0.22,,,0.0,0.0,,1010.63,-236183190,-236129361,90.11,73.98,-236203200,9,4.885,201,,9.75,1962
0.47,9,62.12,0.57,,7,0.25,,,0.0,0.0,,1003.28,-236096750,-236042983,91.1,66.07,-236116800,7,8.124,234,,15.47,1962
0.01,10,47.98,0.39,,7,0.28,,,0.0,0.0,,1011.2,-236010310,-235956606,86.1,66.94,-236030400,10,10.0,321,,13.23,1962
0.32,11,50.87,0.43,,7,0.31,,,0.0,0.0,,1015.14,-235923868,-235870232,86.87,70.02,-235944000,7,9.916,222,,8.9,1962
0.78,12,63.6,0.71,,7,0.35,,,0.0,0.0,,1011.78,-235837425,-235783860,82.87,68.05,-235857600,5,5.75,176,,7.9,1962
0.49,13,57.15,0.57,,7,0.38,,,0.0,0.0,,1008.4,-235750981,-235697489,87.59,70.02,-235771200,10,6.958,309,,10.12,1962
0.89,14,54.84,0.55,,7,0.41,,,0.0005,0.49,rain,1011.14,-235664535,-235611121,80.6,64.06,-235684800,5,9.457,269,,8.53,1962
