cloudCover,day,dewPoint,humidity,mjd,month,moonPhase,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,time,uvIndex,visibility,windBearing,windGust,windSpeed,year
0.82,1,22.76,0.8,39856.0,1,0.03,,,0.004,1.0,snow,1023.59,-63200329,-63166859,32.93,26.09,-63226800,1,3.539,221,,3.0,1968
0.24,2,9.36,0.59,39857.0,1,0.07,,0.2,0.0011,1.0,snow,1023.58,-63113920,-63080411,27.69,5.98,-63140400,2,8.075,317,,11.79,1968
0.37,3,2.56,0.59,39858.0,1,0.11,,,0.0,0.0,,1033.49,-63027514,-62993962,21.68,18.0,-63054000,2,9.43,33,,6.18,1968
1.0,4,25.29,0.85,39859.0,1,0.14,,,0.001,1.0,snow,1023.46,-62941110,-62907512,34.15,30.54,-62967600,1,3.794,273,,6.0,1968
0.75,5,23.89,0.77,39860.0,1,0.17,,,0.0,0.0,,1011.42,-62854708,-62821060,33.98,12.92,-62881200,1,5.088,274,,9.81,1968
0.03,6,2.3,0.53,39861.0,1,0.2,,,0.0,0.0,,1026.93,-62768309,-62734606,21.0,12.9,-62794800,2,10.0,291,,14.09,1968
0.64,7,9.37,0.61,39862.0,1,0.23,,0.34,0.0012,1.0,snow,1029.3,-62681911,-62648151,28.39,24.37,-62708400,1,6.405,255,,6.66,1968
0.43,8,9.35,0.63,39863.0,1,0.26,,0.54,0.0019,1.0,snow,1020.64,-62595516,-62561694,26.29,7.94,-62622000,2,7.526,314,,17.18,1968
0.07,9,-7.8,0.47,39864.0,1,0.29,,,0.0,0.0,,1035.85,-62509123,-62475236,12.66,0.45,-62535600,2,10.0,310,,15.81,1968
0.69,10,-10.07,0.45,39865.0,1,0.32,,0.24,0.0005,1.0,snow,1034.9,-62422732,-62388777,13.5,3.08,-62449200,2,6.946,308,,7.15,1968
0.67,11,0.61,0.64,39866.0,1,0.36,,,0.0,0.0,,1030.52,-62336344,-62302316,17.34,5.05,-62362800,2,8.156,352,,10.34,1968
0.16,12,-5.63,0.5,39867.0,1,0.39,,,0.0,0.0,,1034.72,-62249958,-62215855,15.79,2.8,-62276400,2,9.747,1,,12.24,1968
0.26,13,-6.82,0.42,39868.0,1,0.42,,,0.0,0.0,,1037.69,-62163573,-62129392,23.04,10.35,-62190000,2,9.763,354,,11.93,1968
0.54,14,6.2,0.49,39869.0,1,0.45,,,0.0,0.0,,1036.33,-62077191,-62042928,34.42,28.37,-62103600,2,9.419,35,,8.36,1968
0.96,15,30.47,0.84,39870.0,1,0.48,,,0.0131,1.0,rain,1015.67,-61990812,-61956463,42.98,30.28,-62017200,2,6.112,71,,16.77,1968
0.8,16,25.95,0.8,39871.0,1,0.51,,,0.0,0.0,,997.01,-61904434,-61869997,32.52,12.05,-61930800,2,6.504,236,,13.8,1968
0.29,17,0.88,0.46,39872.0,1,0.55,,,0.0,0.0,,1017.21,-61818058,-61783530,21.32,15.72,-61844400,2,10.0,317,,16.01,1968
0.77,18,8.25,0.5,39873.0,1,0.58,,,0.0,0.0,,1029.65,-61731685,-61697062,31.54,22.76,-61758000,2,9.327,276,,6.74,1968
0.08,19,21.95,0.64,39874.0,1,0.62,,,0.0,0.0,,1029.65,-61645314,-61610593,44.06,30.75,-61671600,2,5.969,242,,8.61,1968
0.22,20,26.44,0.63,39875.0,1,0.65,,,0.0,0.0,,1022.68,-61558944,-61524124,48.29,32.02,-61585200,2,6.984,258,,10.16,1968
0.49,21,25.19,0.6,39876.0,1,0.69,,,0.0,0.0,,1018.95,-61472577,-61437654,46.93,33.14,-61498800,2,8.167,261,,8.68,1968
0.36,22,25.72,0.58,39877.0,1,0.72,,,0.0,0.0,,1014.29,-61386212,-61351183,49.34,30.07,-61412400,2,7.97,280,,10.02,1968
0.38,23,21.75,0.59,39878.0,1,0.76,,,0.0,0.0,,1020.57,-61299849,-61264712,41.05,34.81,-61326000,2,9.863,205,,8.52,1968
0.96,24,31.18,0.8,39879.0,1,0.8,,,0.0024,1.0,rain,1011.02,-61213488,-61178240,39.92,23.31,-61239600,2,6.883,236,,7.49,1968
1.0,25,10.93,0.54,39880.0,1,0.83,,,0.0,0.0,,1015.15,-61127128,-61091768,26.12,19.07,-61153200,2,10.0,350,,15.06,1968
1.0,26,7.4,0.55,39881.0,1,0.87,,,0.0,0.0,,1014.41,-61040771,-61005295,22.9,16.0,-61066800,2,9.615,1,,14.21,1968
0.11,27,8.32,0.47,39882.0,1,0.91,,,0.0,0.0,,1020.83,-60954416,-60918821,38.18,26.3,-60980400,2,8.565,342,,9.58,1968
0.3,28,17.22,0.47,39883.0,1,0.94,,,0.0,0.0,,1029.11,-60868062,-60832348,46.07,33.31,-60894000,2,7.828,358,,4.84,1968
0.9,29,27.87,0.71,39884.0,1,0.98,,,0.0003,0.6,rain,1030.46,-60781710,-60745874,40.09,35.34,-60807600,2,4.738,81,,4.1,1968
1.0,30,33.7,0.88,39885.0,1,0.01,,,0.0003,0.57,rain,1031.69,-60695360,-60659400,38.38,35.74,-60721200,2,6.47,95,,6.62,1968
1.0,31,36.28,0.88,39886.0,1,0.05,,,0.0008,1.0,rain,1025.15,-60609012,-60572926,42.35,36.0,-60634800,2,4.968,40,,6.82,1968
0.62,1,31.6,0.75,39887.0,2,0.08,,,0.0,0.0,,1031.36,-60522666,-60486451,45.82,32.81,-60548400,2,9.072,50,,11.46,1968
1.0,2,30.29,0.84,39888.0,2,0.11,,,0.0,0.0,,1030.78,-60436322,-60399976,37.06,35.71,-60462000,2,4.596,61,,7.53,1968
1.0,3,38.48,0.94,39889.0,2,0.15,,,0.0063,1.0,rain,1015.59,-60349979,-60313502,44.89,35.97,-60375600,2,1.018,167,,6.65,1968
0.52,4,25.48,0.59,39890.0,2,0.18,,,0.0003,0.6,rain,1011.97,-60263638,-60227027,41.28,32.05,-60289200,2,9.595,274,,13.43,1968
0.55,5,16.48,0.51,39891.0,2,0.21,,,0.0,0.0,,1020.38,-60177298,-60140552,36.42,25.98,-60202800,3,10.0,309,,13.29,1968
0.04,6,16.9,0.51,39892.0,2,0.24,,,0.0,0.0,,1021.3,-60090960,-60054077,39.81,28.06,-60116400,3,10.0,303,,11.5,1968
0.27,7,12.89,0.43,39893.0,2,0.27,,,0.0,0.0,,1016.98,-60004624,-59967602,42.35,29.93,-60030000,2,9.989,293,,12.09,1968
0.66,8,17.88,0.5,39894.0,2,0.3,,,0.0,0.0,,1013.81,-59918289,-59881128,40.36,23.04,-59943600,2,9.85,11,,9.88,1968
0.9,9,7.22,0.42,39895.0,2,0.33,,,0.0,0.0,,1006.35,-59831956,-59794653,34.55,22.98,-59857200,2,10.0,354,,17.33,1968
0.45,10,13.49,0.47,39896.0,2,0.36,,,0.0,0.0,,1005.06,-59745624,-59708179,39.76,14.26,-59770800,3,9.612,288,,11.35,1968
0.6,11,3.46,0.5,39897.0,2,0.39,,,0.0,0.0,,1001.17,-59659294,-59621704,19.33,9.02,-59684400,3,9.068,288,,17.8,1968
0.31,12,-6.25,0.39,39898.0,2,0.42,,,0.0,0.0,,1004.98,-59572965,-59535230,19.51,15.9,-59598000,3,10.0,277,,15.34,1968
0.68,13,4.27,0.49,39899.0,2,0.46,,,0.0,0.0,,1008.08,-59486638,-59448756,25.41,17.12,-59511600,3,9.678,264,,13.31,1968
0.43,14,1.19,0.49,39900.0,2,0.49,,,0.0,0.0,,1010.91,-59400312,-59362283,18.45,15.98,-59425200,3,9.351,292,,15.84,1968
0.09,15,8.03,0.46,39901.0,2,0.53,,,0.0,0.0,,1010.51,-59313987,-59275809,35.24,25.04,-59338800,3,9.912,271,,15.99,1968
0.26,16,13.01,0.47,39902.0,2,0.56,,,0.0,0.0,,1004.4,-59227664,-59189336,37.45,19.97,-59252400,3,9.212,283,,15.74,1968
0.17,17,10.11,0.48,39903.0,2,0.6,,,0.0,0.0,,1011.14,-59141342,-59102863,35.18,29.03,-59166000,3,9.985,286,,13.27,1968
0.24,18,13.21,0.49,39904.0,2,0.64,,,0.0,0.0,,1005.5,-59055021,-59016391,44.95,14.02,-59079600,3,9.4,270,,16.81,1968
0.09,19,-1.85,0.35,39905.0,2,0.67,,,0.0,0.0,,1012.32,-58968701,-58929919,30.77,20.8,-58993200,4,10.0,282,,16.76,1968
0.03,20,2.08,0.34,39906.0,2,0.71,,,0.0,0.0,,1010.7,-58882382,-58843447,33.6,28.44,-58906800,4,10.0,281,,14.06,1968
0.89,21,10.35,0.45,39907.0,2,0.75,,,0.0,0.0,,998.89,-58796065,-58756975,37.95,5.1,-58820400,3,9.706,282,,14.9,1968
0.27,22,-10.54,0.34,39908.0,2,0.78,,,0.0,0.0,,1005.31,-58709749,-58670504,19.99,9.42,-58734000,3,10.0,306,,17.25,1968
0.06,23,-1.98,0.38,39909.0,2,0.82,,,0.0,0.0,,1006.35,-58623433,-58584033,29.28,22.93,-58647600,4,9.968,265,,15.6,1968
0.06,24,9.57,0.44,39910.0,2,0.86,,,0.0,0.0,,1012.69,-58537119,-58497562,37.61,14.02,-58561200,4,9.689,287,,14.18,1968
0.35,25,3.11,0.42,39911.0,2,0.89,,,0.0,0.0,,1017.68,-58450806,-58411092,34.16,18.97,-58474800,3,9.905,9,,9.51,1968
0.12,26,2.62,0.33,39912.0,2,0.93,,,0.0,0.0,,1014.23,-58364493,-58324622,38.87,23.04,-58388400,4,10.0,3,,13.43,1968
0.08,27,6.45,0.35,39913.0,2,0.96,,,0.0,0.0,,1018.28,-58278182,-58238153,41.91,24.05,-58302000,4,9.859,352,,9.66,1968
0.53,28,13.19,0.45,39914.0,2,0.99,,,0.0,0.0,,1016.78,-58191872,-58151684,42.24,27.01,-58215600,3,8.107,167,,6.69,1968
0.61,29,22.43,0.62,39915.0,2,0.03,,,0.0,0.0,,1014.87,-58105562,-58065215,42.68,34.42,-58129200,3,8.605,147,,6.45,1968
0.99,1,33.31,0.89,39916.0,3,0.06,,,0.0053,1.0,rain,1003.5,-58019253,-57978747,39.92,32.43,-58042800,3,2.601,53,,9.92,1968
0.85,2,24.97,0.7,39917.0,3,0.09,,,0.0056,1.0,snow,984.39,-57932945,-57892279,38.85,27.64,-57956400,3,6.732,322,,25.96,1968
0.78,3,20.37,0.58,39918.0,3,0.12,,,0.0,0.0,,998.34,-57846638,-57805811,39.72,16.95,-57870000,3,9.683,280,,15.26,1968
0.59,4,1.99,0.45,39919.0,3,0.15,,,0.0,0.0,,1004.92,-57760331,-57719344,20.19,17.12,-57783600,4,9.931,313,,20.92,1968
0.61,5,12.64,0.46,39920.0,3,0.18,,,0.0,0.0,,1005.65,-57674025,-57632877,44.34,34.98,-57697200,3,10.0,301,,15.17,1968
0.71,6,23.72,0.52,39921.0,3,0.21,,,0.0,0.0,,1006.14,-57587720,-57546410,47.21,32.05,-57610800,4,10.0,307,,13.18,1968
0.85,7,19.83,0.53,39922.0,3,0.24,,,0.0,0.0,,1010.97,-57501416,-57459944,40.12,21.9,-57524400,3,9.917,43,,8.96,1968
0.01,8,6.37,0.37,39923.0,3,0.27,,,0.0,0.0,,1023.84,-57415112,-57373478,37.01,26.09,-57438000,5,10.0,3,,12.02,1968
0.27,9,16.26,0.41,39924.0,3,0.3,,,0.0,0.0,,1019.58,-57328808,-57287012,54.76,38.5,-57351600,5,8.847,240,,9.62,1968
0.88,10,32.5,0.7,39925.0,3,0.33,,,0.0007,1.0,rain,1008.24,-57242505,-57200547,46.1,32.43,-57265200,3,5.127,221,,5.41,1968
0.84,11,36.38,0.9,39926.0,3,0.37,,,0.0011,1.0,rain,1007.45,-57156203,-57114082,43.42,40.01,-57178800,3,1.392,66,,5.53,1968
0.51,12,31.27,0.6,39927.0,3,0.4,,,0.0,0.0,,1015.29,-57069901,-57027617,51.99,32.81,-57092400,4,8.279,347,,12.14,1968
0.9,13,24.89,0.71,39928.0,3,0.44,,,0.0166,1.0,rain,1016.46,-56983599,-56941152,34.67,34.67,-57006000,3,6.61,69,,14.5,1968
0.88,14,27.8,0.79,39929.0,3,0.47,,,0.0084,1.0,rain,1001.43,-56897298,-56854688,42.07,20.92,-56919600,3,5.588,323,,14.62,1968
0.12,15,13.43,0.52,39930.0,3,0.51,,,0.0,0.0,,1030.78,-56810997,-56768224,38.49,27.64,-56833200,5,10.0,298,,12.92,1968
0.6,16,24.71,0.65,39931.0,3,0.55,,,0.0,0.0,,1038.79,-56724696,-56681760,42.15,34.55,-56746800,4,9.393,185,,10.61,1968
0.97,17,37.07,0.84,39932.0,3,0.59,,,0.0,0.0,,1031.57,-56638396,-56595296,46.45,41.88,-56660400,4,6.133,164,,7.61,1968
1.0,18,43.31,0.91,39933.0,3,0.62,,,0.0162,1.0,rain,1019.42,-56552095,-56508833,48.95,44.12,-56574000,4,3.233,43,,10.68,1968
1.0,19,40.68,0.82,39934.0,3,0.66,,,0.0041,1.0,rain,1014.05,-56465795,-56422370,48.29,43.97,-56487600,4,8.225,29,,20.8,1968
0.67,20,41.43,0.72,39935.0,3,0.7,,,0.0,0.0,,1020.23,-56379496,-56335907,60.39,39.03,-56401200,5,9.864,19,,9.78,1968
0.87,21,40.67,0.86,39936.0,3,0.74,,,0.0,0.0,,1019.19,-56293196,-56249444,51.63,42.06,-56314800,4,3.808,185,,7.54,1968
0.9,22,41.26,0.82,39937.0,3,0.77,,,0.0,0.0,,1015.84,-56206896,-56162981,53.42,43.0,-56228400,4,5.784,144,,5.92,1968
0.99,23,42.18,0.91,39938.0,3,0.81,,,0.0,0.0,,1016.02,-56120597,-56076518,48.29,41.91,-56142000,4,2.628,88,,8.92,1968
0.85,24,39.93,0.86,39939.0,3,0.84,,,0.0023,1.0,rain,1003.8,-56034297,-55990056,53.55,32.92,-56055600,4,3.824,209,,15.81,1968
0.37,25,17.49,0.45,39940.0,3,0.87,,,0.0,0.0,,1003.78,-55947998,-55903593,45.7,30.01,-55969200,5,10.0,274,,23.13,1968
0.02,26,18.42,0.46,39941.0,3,0.91,,,0.0,0.0,,1022.32,-55861698,-55817131,49.81,34.0,-55882800,7,10.0,286,,11.43,1968
0.55,27,31.77,0.71,39942.0,3,0.94,,,0.0,0.0,,1029.35,-55775398,-55730668,48.93,36.95,-55796400,5,8.829,176,,9.55,1968
0.41,28,38.0,0.72,39943.0,3,0.97,,,0.0,0.0,,1027.15,-55689099,-55644206,62.4,41.81,-55710000,7,7.413,187,,5.63,1968
0.48,29,39.31,0.73,39944.0,3,0.0,,,0.0,0.0,,1022.55,-55602799,-55557744,57.86,41.96,-55623600,5,6.885,111,,7.54,1968
0.68,30,43.55,0.75,39945.0,3,0.03,,,0.0003,0.53,rain,1014.55,-55516499,-55471282,66.58,48.04,-55537200,5,6.543,154,,8.16,1968
0.21,31,26.75,0.37,39946.0,3,0.07,,,0.0,0.0,,1016.52,-55430198,-55384820,65.39,42.07,-55450800,7,9.726,321,,12.06,1968
0.44,1,37.83,0.65,39947.0,4,0.1,,,0.0,0.0,,1017.55,-55343898,-55298358,61.76,48.04,-55364400,6,8.984,187,,9.36,1968
0.62,2,35.93,0.65,39948.0,4,0.13,,,0.0017,1.0,rain,1014.82,-55257597,-55211895,53.38,35.97,-55278000,4,7.705,309,,14.48,1968
0.27,3,23.69,0.4,39949.0,4,0.16,,,0.0,0.0,,1026.6,-55171296,-55125433,59.69,42.98,-55191600,5,10.0,286,,11.45,1968
0.49,4,34.2,0.56,39950.0,4,0.19,,,0.0,0.0,,1024.35,-55084994,-55038971,60.09,46.93,-55105200,7,9.382,214,,11.15,1968
0.97,5,46.99,0.81,39951.0,4,0.22,,,0.0,0.0,,1014.92,-54998692,-54952509,68.16,49.99,-55018800,4,7.896,198,,12.87,1968
0.62,6,38.15,0.6,39952.0,4,0.25,,,0.0003,0.57,rain,1013.61,-54912390,-54866047,61.44,31.36,-54932400,5,8.668,289,,14.17,1968
0.0,7,22.76,0.53,39953.0,4,0.28,,,0.0,0.0,,1027.1,-54826087,-54779584,47.04,34.42,-54846000,8,10.0,53,,10.22,1968
0.26,8,30.8,0.67,39954.0,4,0.31,,,0.0,0.0,,1024.87,-54739784,-54693122,52.19,37.95,-54759600,5,9.114,198,,9.69,1968
0.67,9,41.87,0.88,39955.0,4,0.35,,,0.0002,0.49,rain,1017.82,-54653480,-54606660,51.94,48.02,-54673200,5,7.241,193,,8.62,1968
0.29,10,33.84,0.43,39956.0,4,0.38,,,0.0,0.0,,1015.29,-54567176,-54520197,73.31,49.99,-54586800,7,8.157,275,,14.7,1968
0.75,11,27.4,0.38,39957.0,4,0.42,,,0.0,0.0,,1019.8,-54480871,-54433735,61.7,42.07,-54500400,5,10.0,250,,11.27,1968
0.32,12,31.71,0.5,39958.0,4,0.46,,,0.0,0.0,,1018.02,-54394566,-54347272,60.35,39.92,-54414000,7,9.582,17,,10.29,1968
0.0,13,30.82,0.52,39959.0,4,0.5,,,0.0,0.0,,1024.82,-54308260,-54260809,59.98,44.06,-54327600,8,8.941,200,,6.55,1968
0.08,14,37.75,0.51,39960.0,4,0.53,,,0.0,0.0,,1024.19,-54221953,-54174347,74.9,48.29,-54241200,8,6.825,208,,7.01,1968
0.07,15,34.26,0.49,39961.0,4,0.57,,,0.0,0.0,,1020.28,-54135645,-54087884,63.61,43.42,-54154800,8,8.313,101,,8.02,1968
0.79,16,37.56,0.61,39962.0,4,0.61,,,0.0,0.0,,1010.05,-54049337,-54001421,62.79,43.42,-54068400,5,9.182,345,,9.93,1968
0.16,17,24.48,0.34,39963.0,4,0.65,,,0.0,0.0,,1014.6,-53963028,-53914958,64.47,46.3,-53982000,8,10.0,356,,13.4,1968
0.05,18,26.85,0.39,39964.0,4,0.69,,,0.0,0.0,,1021.03,-53876718,-53828495,63.55,44.97,-53895600,8,10.0,72,,8.91,1968
0.38,19,33.76,0.49,39965.0,4,0.72,,,0.0,0.0,,1016.22,-53790408,-53742032,68.72,42.09,-53809200,7,7.317,162,,8.12,1968
0.05,20,39.03,0.62,39966.0,4,0.76,,,0.0,0.0,,1014.75,-53704096,-53655569,63.55,46.3,-53722800,9,9.161,158,,8.14,1968
0.26,21,42.05,0.65,39967.0,4,0.79,,,0.0,0.0,,1015.34,-53617784,-53569105,69.42,43.0,-53636400,9,9.637,113,,10.18,1968
0.61,22,44.82,0.76,39968.0,4,0.83,,,0.0,0.0,,1016.64,-53531471,-53482642,65.13,48.29,-53550000,5,9.478,159,,6.72,1968
0.83,23,46.57,0.85,39969.0,4,0.86,,,0.0,0.0,,1020.89,-53445157,-53396179,55.41,42.98,-53463600,4,7.841,97,,7.33,1968
0.88,24,40.42,0.79,39970.0,4,0.89,,,0.0,0.0,,1023.1,-53358842,-53309715,53.08,46.05,-53377200,5,7.866,102,,10.47,1968
1.0,25,49.75,0.95,39971.0,4,0.92,,,0.0224,1.0,rain,1010.28,-53272525,-53223252,56.13,46.05,-53290800,4,3.316,150,,12.19,1968
0.6,26,35.12,0.58,39972.0,4,0.95,,,0.0007,1.0,rain,1005.13,-53186208,-53136788,54.38,42.09,-53204400,6,9.496,288,,14.56,1968
0.47,27,37.03,0.61,39973.0,4,0.98,,,0.0,0.0,,1015.31,-53099890,-53050325,61.44,46.96,-53118000,7,9.415,232,,11.96,1968
0.72,28,43.97,0.73,39974.0,4,0.01,,,0.0,0.0,,1014.56,-53013571,-52963861,62.12,42.09,-53031600,5,7.727,227,,7.36,1968
0.12,29,32.64,0.49,39975.0,4,0.04,,,0.0,0.0,,1020.6,-52927250,-52877398,62.91,44.06,-52945200,8,9.962,272,,8.04,1968
0.57,30,36.62,0.57,39976.0,4,0.07,,,0.0,0.0,,1019.11,-52840926,-52790938,61.84,46.96,-52862400,6,9.361,189,,7.62,1968
0.68,1,40.25,0.68,39977.0,5,0.1,,,0.0049,1.0,rain,1005.52,-52754603,-52704474,57.59,43.0,-52776000,7,8.837,210,,8.54,1968
0.55,2,37.76,0.65,39978.0,5,0.13,,,0.0,0.0,,1003.28,-52668279,-52618011,57.02,44.08,-52689600,5,8.933,306,,10.99,1968
0.36,3,37.85,0.54,39979.0,5,0.16,,,0.0,0.0,,1007.34,-52581954,-52531548,66.02,51.58,-52603200,8,9.867,303,,11.41,1968
0.63,4,47.18,0.65,39980.0,5,0.19,,,0.0003,0.53,rain,1006.17,-52495628,-52445085,66.82,57.92,-52516800,8,8.477,167,,8.27,1968
0.86,5,48.43,0.63,39981.0,5,0.23,,,0.0,0.0,,1004.54,-52409300,-52358622,66.94,47.4,-52430400,5,8.991,293,,8.22,1968
0.46,6,39.49,0.55,39982.0,5,0.26,,,0.0,0.0,,1009.88,-52322971,-52272160,64.06,47.4,-52344000,8,9.954,32,,9.79,1968
0.8,7,33.46,0.49,39983.0,5,0.29,,,0.0,0.0,,1017.22,-52236641,-52185697,58.09,43.0,-52257600,5,9.983,346,,11.82,1968
0.04,8,24.67,0.31,39984.0,5,0.33,,,0.0,0.0,,1028.7,-52150309,-52099235,66.91,43.42,-52171200,9,9.998,330,,10.6,1968
0.44,9,33.16,0.49,39985.0,5,0.37,,,0.0,0.0,,1033.56,-52063976,-52012773,58.79,48.04,-52084800,6,9.984,164,,8.85,1968
0.73,10,46.04,0.68,39986.0,5,0.4,,,0.0,0.0,,1024.46,-51977641,-51926312,69.85,55.04,-51998400,6,9.071,200,,11.54,1968
0.83,11,50.71,0.63,39987.0,5,0.44,,,0.0,0.0,,1016.42,-51891305,-51839851,73.94,54.41,-51912000,5,8.192,250,,8.92,1968
0.81,12,44.67,0.63,39988.0,5,0.48,,,0.0058,1.0,rain,1020.03,-51804968,-51753390,64.06,51.34,-51825600,4,8.445,83,,9.35,1968
1.0,13,53.74,0.91,39989.0,5,0.52,,,0.0039,1.0,rain,1013.69,-51718629,-51666929,61.11,53.08,-51739200,4,3.733,94,,7.68,1968
0.92,14,49.07,0.81,39990.0,5,0.56,,,0.0,0.0,,1023.83,-51632288,-51580469,60.24,45.41,-51652800,4,9.934,83,,8.69,1968
0.58,15,43.41,0.71,39991.0,5,0.6,,,0.0,0.0,,1027.33,-51545946,-51494009,63.0,46.3,-51566400,7,9.086,184,,6.53,1968
0.74,16,49.73,0.8,39992.0,5,0.64,,,0.0,0.0,,1017.58,-51459603,-51407550,66.64,53.96,-51480000,5,7.592,199,,6.23,1968
0.99,17,54.49,0.88,39993.0,5,0.67,,,0.0002,0.47,rain,1007.64,-51373258,-51321092,62.96,55.94,-51393600,5,4.552,187,,8.46,1968
0.65,18,52.28,0.63,39994.0,5,0.71,,,0.0,0.0,,1003.48,-51286911,-51234634,78.12,53.65,-51307200,6,6.916,265,,9.72,1968
0.95,19,51.25,0.84,39995.0,5,0.74,,,0.0,0.0,,1008.05,-51200562,-51148176,59.04,51.34,-51220800,5,5.665,75,,10.22,1968
0.52,20,49.54,0.72,39996.0,5,0.78,,,0.0015,1.0,rain,1006.62,-51114212,-51061720,70.79,50.01,-51134400,9,7.482,244,,9.69,1968
0.6,21,44.06,0.66,39997.0,5,0.81,,,0.0003,0.6,rain,1003.43,-51027861,-50975264,60.41,49.99,-51048000,6,9.084,276,,14.48,1968
0.26,22,43.9,0.59,39998.0,5,0.84,,,0.0,0.0,,1008.86,-50941507,-50888808,68.13,51.08,-50961600,7,9.676,269,,10.67,1968
0.27,23,45.43,0.62,39999.0,5,0.87,,,0.0008,0.57,rain,1014.85,-50855152,-50802354,69.08,48.04,-50875200,7,9.928,303,,6.92,1968
0.72,24,49.25,0.78,40000.0,5,0.9,,,0.0013,1.0,rain,1019.7,-50768795,-50715900,64.36,53.08,-50788800,5,8.186,155,,5.26,1968
0.9,25,51.05,0.87,40001.0,5,0.93,,,0.0072,1.0,rain,1015.91,-50682436,-50629447,59.02,51.1,-50702400,5,5.926,66,,9.55,1968
0.18,26,43.55,0.53,40002.0,5,0.96,,,0.0,0.0,,1019.57,-50596075,-50542995,74.41,51.1,-50616000,9,8.632,316,,7.23,1968
0.47,27,43.97,0.55,40003.0,5,0.99,,,0.0,0.0,,1018.09,-50509713,-50456544,73.96,44.08,-50529600,6,9.884,123,,9.16,1968
0.72,28,39.9,0.64,40004.0,5,0.02,,,0.0,0.0,,1020.95,-50423349,-50370094,57.05,49.99,-50443200,6,10.0,92,,15.49,1968
1.0,29,46.3,0.78,40005.0,5,0.05,,,0.0033,1.0,rain,1019.76,-50336983,-50283645,59.02,53.99,-50356800,5,8.918,79,,16.04,1968
0.74,30,55.58,0.91,40006.0,5,0.08,,,0.0516,1.0,rain,1011.82,-50250615,-50197197,67.03,54.41,-50270400,5,3.92,118,,13.81,1968
0.64,31,54.65,0.87,40007.0,5,0.11,,,0.0,0.0,,1010.56,-50164245,-50110751,66.67,55.94,-50184000,8,4.434,126,,6.49,1968
0.92,1,53.4,0.77,40008.0,6,0.15,,,0.0,0.0,,1008.55,-50077874,-50024305,67.13,55.04,-50097600,5,6.775,325,,8.07,1968
0.51,2,51.96,0.69,40009.0,6,0.18,,,0.0,0.0,,1016.2,-49991500,-49937860,72.75,59.0,-50011200,7,7.239,240,,8.18,1968
0.97,3,57.3,0.87,40010.0,6,0.21,,,0.0008,1.0,rain,1012.91,-49905125,-49851417,65.39,57.92,-49924800,5,3.861,175,,7.65,1968
0.76,4,58.16,0.86,40011.0,6,0.24,,,0.0008,0.58,rain,1008.98,-49818747,-49764975,75.0,55.94,-49838400,6,3.817,191,,5.91,1968
0.27,5,51.36,0.61,40012.0,6,0.28,,,0.0,0.0,,1011.57,-49732368,-49678535,75.42,55.06,-49752000,7,9.881,327,,8.31,1968
0.17,6,54.23,0.67,40013.0,6,0.32,,,0.0,0.0,,1016.18,-49645987,-49592096,78.19,62.96,-49665600,9,8.151,197,,7.24,1968
0.06,7,58.36,0.56,40014.0,6,0.35,,,0.0,0.0,,1013.98,-49559604,-49505658,89.25,66.91,-49579200,10,7.026,239,,9.15,1968
0.42,8,61.02,0.6,40015.0,6,0.39,,,0.0,0.0,,1013.96,-49473218,-49419222,89.27,66.91,-49492800,7,5.299,229,,7.85,1968
0.51,9,59.58,0.72,40016.0,6,0.43,,,0.0,0.0,,1016.42,-49386831,-49332787,74.17,60.98,-49406400,9,6.406,126,,8.26,1968
0.78,10,64.62,0.83,40017.0,6,0.47,,,0.0,0.0,,1014.45,-49300442,-49246354,84.21,62.98,-49320000,9,4.268,192,,7.34,1968
0.9,11,60.15,0.9,40018.0,6,0.51,,,0.0,0.0,,1015.62,-49214051,-49159922,63.13,56.39,-49233600,5,4.666,93,,9.06,1968
1.0,12,56.4,0.92,40019.0,6,0.55,,,0.0,0.0,,1017.4,-49127659,-49073492,61.53,59.28,-49147200,5,2.938,95,,7.7,1968
1.0,13,62.87,0.95,40020.0,6,0.59,,,0.0196,1.0,rain,1011.54,-49041264,-48987063,67.14,63.54,-49060800,5,1.664,168,,8.44,1968
0.92,14,61.16,0.85,40021.0,6,0.62,,,0.0003,0.6,rain,1006.87,-48954867,-48900636,69.36,59.0,-48974400,5,5.906,287,,6.51,1968
0.72,15,56.64,0.7,40022.0,6,0.66,,,0.0005,0.6,rain,1013.93,-48868468,-48814211,75.93,60.09,-48888000,6,9.672,321,,8.47,1968
0.16,16,59.84,0.71,40023.0,6,0.69,,,0.0,0.0,,1017.96,-48782068,-48727788,81.34,68.0,-48801600,10,6.51,218,,7.72,1968
0.79,17,61.62,0.7,40024.0,6,0.73,,,0.0,0.0,,1017.52,-48695665,-48641366,78.12,61.73,-48715200,7,8.512,61,,6.71,1968
0.99,18,58.94,0.79,40025.0,6,0.76,,,0.0014,1.0,rain,1016.3,-48609261,-48554946,71.95,60.09,-48628800,5,7.897,24,,7.32,1968
0.76,19,58.32,0.77,40026.0,6,0.79,,,0.0019,1.0,rain,1019.69,-48522855,-48468528,73.13,60.98,-48542400,7,6.201,176,,6.01,1968
